140,1,Brawler's Boots
141,1,OLDBrawler's Belt
143,0,Monster - Shield Stormwind Guard
146,1,OLDRugged Trapper's Belt
147,1,Rugged Trapper's Pants
148,1,Rugged Trapper's Shirt
149,1,Deprecated Tauren Apprentice Belt
150,0,Deprecated Tauren Apprentice Pants
151,1,Deprecated Tauren Apprentice Shirt
152,1,OLDPrimitive Leather Belt
153,1,Primitive Kilt
154,1,Primitive Mantle
155,1,Deprecated Tauren Recruit's Belt
156,0,Deprecated Tauren Recruit's Pants
157,1,Deprecated Tauren Recruit's Shirt
192,0,Martin's Broken Staff
193,1,Tattered Cloth Vest
194,1,Tattered Cloth Pants
195,1,Tattered Cloth Boots
200,1,Thick Cloth Vest
201,1,Thick Cloth Pants
202,1,Thick Cloth Shoes
203,1,Thick Cloth Gloves
209,1,Dirty Leather Pants
210,1,Dirty Leather Boots
236,1,Cured Leather Armor
237,1,Cured Leather Pants
238,1,Cured Leather Boots
239,1,Cured Leather Gloves
285,1,Scalemail Vest
286,1,Scalemail Pants
287,1,Scalemail Boots
647,4,Destiny
710,1,Bracers of the People's Militia
711,1,Tattered Cloth Gloves
714,1,Dirty Leather Gloves
718,1,Scalemail Gloves
719,1,Rabbit Handler Gloves
720,3,Brawler Gloves
727,2,Notched Shortsword
746,1,Lord Brandon's Tabard (Test)
751,0,Deprecated Wolf Femur
753,2,Dragonmaw Shortsword
754,3,Shortsword of Vengeance
756,2,Tunnel Pick
763,1,Ice-Covered Bracers
766,1,Flanged Mace
767,1,Long Bo Staff
768,1,Lumberjack Axe
776,3,Vendetta
778,1,Kobold Excavation Pick
781,1,Stone Gnoll Hammer
788,1,Test Fire Sword
789,2,Stout Battlehammer
790,2,Forester's Axe
791,3,Gnarled Ash Staff
792,1,Knitted Sandals
793,1,Knitted Gloves
794,1,Knitted Pants
795,1,Knitted Tunic
796,1,Rough Leather Boots
797,1,Rough Leather Gloves
798,1,Rough Leather Pants
799,1,Rough Leather Vest
809,4,Bloodrazor
810,4,Hammer of the Northern Wind
811,4,Axe of the Deep Woods
812,4,Glowing Brightwood Staff
816,2,Small Hand Blade
820,2,Slicer Blade
821,2,Riverpaw Leather Vest
826,2,Brutish Riverpaw Axe
827,2,Wicked Blackjack
832,2,Silver Defias Belt
837,1,Heavy Weave Armor
838,1,Heavy Weave Pants
839,1,Heavy Weave Gloves
840,1,Heavy Weave Shoes
843,1,Tanned Leather Boots
844,1,Tanned Leather Gloves
845,1,Tanned Leather Pants
846,1,Tanned Leather Jerkin
847,1,Chainmail Armor
848,1,Chainmail Pants
849,1,Chainmail Boots
850,1,Chainmail Gloves
851,1,Cutlass
852,1,Mace
853,1,Hatchet
854,1,Quarter Staff
859,1,Fine Cloth Shirt
860,1,Cavalier's Boots
863,2,Gloom Reaper
864,2,Knightly Longsword
865,2,Leaden Mace
866,2,Monk's Staff
867,4,Gloves of Holy Might
868,4,Ardent Custodian
869,4,Dazzling Longsword
870,4,Fiery War Axe
871,4,Flurry Axe
872,3,Rockslicer
873,4,Staff of Jordan
876,1,Worn Wooden Buckler
880,2,Staff of Horrors
885,2,Black Metal Axe
886,2,Black Metal Shortsword
888,3,Naga Battle Gloves
890,3,Twisted Chanter's Staff
892,2,Gnoll Casting Gloves
897,2,Madwolf Bracers
899,2,Venom Web Fang
905,1,Brown Leather Shoulderpads (Test)
906,1,Tan Leather Shoulderpads (Test)
907,1,Black Mail Shoulderpads of might (Test)
908,1,Plate Shoulderpad (Test)
909,1,Silver Mail Shoulderpads (Test)
911,2,Ironwood Treebranch
913,2,Huge Ogre Sword
914,2,Large Ogre Chain Armor
917,0,Deprecated Shadow Leather Armor
920,2,Wicked Spiked Mace
922,1,Dacian Falx
923,1,Longsword
924,1,Maul
925,1,Flail
926,1,Battle Axe
927,1,Double Axe
928,1,Long Staff
934,3,Stalvan's Reaper
935,3,Night Watch Shortsword
936,3,Midnight Mace
937,3,Black Duskwood Staff
940,4,Robes of Insight
943,4,Warden Staff
944,4,Elemental Mage Staff
945,1,Shadow Sword
948,1,Nature Sword
964,1,Deprecated Red Linen Shirt
983,2,Red Linen Sash
997,1,Fire Sword of Crippling
1008,1,Well-Used Sword
1009,2,Compact Hammer
1010,1,Gnarled Short Staff
1011,1,Sharp Axe
1018,1,Chows Blade of DOOM! (Test)
1020,1,Leather Helmet D (Test)
1021,1,Leather Helmet A (test)
1022,1,Mail Helmet D (test)
1023,1,Mail Helmet C (test)
1024,1,Plate Helmet D2 (test)
1025,1,Plate Helmet D1 (Test)
1026,1,Plate Helmet D3 (test)
1027,1,Mail Helmet A (Test)
1028,0,Deprecated Dented Skullcap
1046,1,Deprecated Light Blunderbuss
1047,1,Deprecated Heavy Blunderbuss
1117,0,Monster - Item Fishing Pole
1121,3,Feet of the Lynx
1131,2,Totem of Infliction
1154,1,Belt of the People's Militia
1155,3,Rod of the Sleepwalker
1157,0,Deprecated Militia Handaxe
1158,2,Solid Metal Club
1159,1,Militia Quarterstaff
1161,1,Militia Shortsword
1162,1,Pirates Patch (Test)
1163,1,Dwarven Explorer's Monocle (Test)
1166,1,Dented Buckler
1167,1,Small Targe
1168,4,Skullflame Shield
1169,4,Blackskull Shield
1170,1,Deprecated Brown Leather Vest
1171,2,Well-Stitched Robe
1172,2,Grayson's Torch
1173,1,Weather-Worn Boots
1174,1,Deprecated Light Soldier Boots
1182,1,Brass-Studded Bracers
1183,2,Elastic Wristguards
1190,2,Overseer's Cloak
1192,0,Deprecated Overseer's Helm
1193,1,Banded Buckler
1194,1,Bastard Sword
1195,1,Kobold Mining Shovel
1196,1,Tabar
1197,1,Giant Mace
1198,1,Claymore
1200,1,Large Wooden Shield
1201,1,Dull Heater Shield
1202,1,Wall Shield
1203,3,Aegis of Stormwind
1204,4,The Green Tower
1207,2,Murphstar
1211,2,Gnoll War Harness
1213,1,Gnoll Kindred Bracers
1214,2,Gnoll Punisher
1215,2,Support Girdle
1216,2,Frost Bracers
1218,2,Heavy Gnoll War Club
1219,2,Redridge Machete
1220,2,Lupine Axe
1254,1,Lesser Firestone (DEPRECATED)
1259,0,JYoo test item
1263,4,Brain Hacker
1264,2,Headbasher
1265,3,Scorpion Sting
1266,0,Deprecated Orcslayer
1270,2,Finely Woven Cloak
1272,0,Deprecated Fine Spun Mantle
1273,2,Forest Chain
1275,2,Deputy Chain Coat
1276,2,Fire Hardened Buckler
1279,0,Deprecated Soft Leather Hood
1280,2,Cloaked Hood
1281,1,Deprecated Quiver (TEST)
1282,2,Sparkmetal Coif
1287,2,Giant Tarantula Fang
1292,3,Butcher's Cleaver
1296,2,Blackrock Mace
1297,2,Robes of the Shadowcaster
1298,0,Deprecated Night Mage Wristguards
1299,2,Lesser Belt of the Spire
1300,2,Lesser Staff of the Spire
1302,2,Black Whelp Gloves
1303,2,Bridgeworker's Gloves
1304,2,Riding Gloves
1306,2,Wolfmane Wristguards
1310,2,Smith's Trousers
1311,0,Deprecated Oslow's Wood Cutter
1312,0,Deprecated Oslow's Hammer
1313,0,Deprecated Oslow's Ice Pick
1314,2,Ghoul Fingers
1317,2,Hardened Root Staff
1318,3,Night Reaver
1351,2,Fingerbone Bracers
1354,1,Deprecated Homespun Shawl
1355,2,Buckskin Cape
1359,1,Lion-Stamped Gloves
1360,2,Stormwind Chain Gloves
1363,0,Deprecated Captain Sanders' Eyepatch
1364,0,Ragged Leather Vest
1366,0,Ragged Leather Pants
1367,0,Ragged Leather Boots
1368,0,Ragged Leather Gloves
1369,0,Ragged Leather Belt
1370,0,Ragged Leather Bracers
1371,0,Deprecated Ragged Leather Shoulderpads
1372,0,Ragged Cloak
1374,0,Frayed Shoes
1376,0,Frayed Cloak
1377,0,Frayed Gloves
1378,0,Frayed Pants
1379,0,Deprecated Frayed Shoulderpads
1380,0,Frayed Robe
1382,1,Rock Mace
1383,1,Stone Tomahawk
1384,1,Dull Blade
1385,0,Deprecated Farmer's Maul
1386,1,Thistlewood Axe
1387,2,Ghoulfang
1388,1,Crooked Staff
1389,1,Kobold Mining Mallet
1391,2,Riverpaw Mystic Staff
1392,0,Deprecated Wristguards of the Fen Warden
1394,2,Driftwood Club
1395,1,Apprentice's Pants
1396,1,Acolyte's Pants
1397,0,Deprecated Orc Acolyte's Pants
1398,0,Deprecated Dwarven Novice's Pants
1405,2,Foamspittle Staff
1406,2,Pearl-Encrusted Spear
1411,0,Withered Staff
1412,0,Crude Bastard Sword
1413,0,Feeble Sword
1414,0,Cracked Sledge
1415,0,Carpenter's Mallet
1416,0,Rusty Hatchet
1417,0,Beaten Battle Axe
1418,0,Worn Leather Belt
1419,0,Worn Leather Boots
1420,0,Worn Leather Bracers
1421,0,Worn Hide Cloak
1422,0,Worn Leather Gloves
1423,0,Worn Leather Pants
1424,0,Deprecated Worn Leather Shoulderpads
1425,0,Worn Leather Vest
1427,0,Patchwork Shoes
1429,0,Patchwork Cloak
1430,0,Patchwork Gloves
1431,0,Patchwork Pants
1432,0,Deprecated Patchwork Cloth Shoulderpads
1433,0,Patchwork Armor
1435,0,Deprecated Bridge Worker's Yoke
1436,2,Frontier Britches
1438,1,Warrior's Shield
1440,2,Gnoll Skull Basher
1445,1,Blackrock Pauldrons
1446,2,Blackrock Boots
1448,2,Blackrock Gauntlets
1454,3,Axe of the Enforcer
1455,2,Blackrock Champion's Axe
1457,2,Shadowhide Mace
1458,2,Shadowhide Maul
1459,2,Shadowhide Scalper
1460,2,Shadowhide Two-Handed Sword
1461,2,Slayer's Battle Axe
1465,2,Tigerbane
1469,2,Scimitar of Atun
1473,2,Riverside Staff
1479,1,Salma's Oven Mitts
1480,2,Fist of the People's Militia
1481,3,Grimclaw
1482,3,Shadowfang
1483,3,Face Smasher
1484,3,Witching Stave
1485,0,Pitchfork
1486,3,Tree Bark Jacket
1488,3,Avenger's Armor
1489,3,Gloomshroud Armor
1493,3,Heavy Marauder Scimitar
1495,0,Calico Shoes
1497,0,Calico Cloak
1498,0,Calico Gloves
1499,0,Calico Pants
1501,0,Calico Tunic
1502,0,Warped Leather Belt
1503,0,Warped Leather Boots
1504,0,Warped Leather Bracers
1505,0,Warped Cloak
1506,0,Warped Leather Gloves
1507,0,Warped Leather Pants
1508,0,Deprecated Patched Leather Shoulderpads
1509,0,Warped Leather Vest
1510,0,Heavy Hammer
1511,0,Commoner's Sword
1512,0,Crude Battle Axe
1513,0,Old Greatsword
1514,0,Rusty Warhammer
1515,0,Rough Wooden Staff
1516,0,Worn Hatchet
1521,2,Lumbering Ogre Axe
1522,2,Headhunting Spear
1523,2,Huge Stone Club
1535,0,Deprecated Bloodscalp Vest
1539,2,Gnarled Hermit's Staff
1545,0,Deprecated Mantle of the Seas
1547,2,Shield of the Faith
1557,2,Buckler of the Seas
1560,2,Bluegill Sandals
1561,2,Harvester's Robe
1566,2,Edge of the People's Militia
1602,3,Sickle Axe
1604,2,Chromatic Sword
1607,3,Soulkeeper
1608,2,Skullcrusher Mace
1613,2,Spiritchaser Staff
1624,2,Skullsplitter Helm
1625,2,Exquisite Flamberge
1639,2,Grinning Axe
1640,2,Monstrous War Axe
1659,2,Engineering Gloves
1664,2,Spellforce Rod
1677,2,Drake-Scale Vest
1678,3,Black Ogre Kickers
1679,2,Korg Bat
1680,2,Headchopper
1684,0,Deprecated Totemic Headpiece
1715,3,Polished Jazeraint Armor
1716,3,Robe of the Magi
1717,3,Double Link Tunic
1718,3,Basilisk Hide Pants
1719,1,Deprecated Flint Troll Axe
1720,3,Tanglewood Staff
1721,3,Viking Warhammer
1722,3,Thornstone Sledgehammer
1726,3,Poison-Tipped Bone Spear
1727,3,Sword of Decay
1728,4,Teebu's Blazing Longsword
1730,0,Worn Mail Belt
1731,0,Worn Mail Boots
1732,0,Worn Mail Bracers
1733,0,Worn Cloak
1734,0,Worn Mail Gloves
1735,0,Worn Mail Pants
1736,0,Deprecated Worn Mail Shoulderpads
1737,0,Worn Mail Vest
1738,0,Laced Mail Belt
1739,0,Laced Mail Boots
1740,0,Laced Mail Bracers
1741,0,Laced Cloak
1742,0,Laced Mail Gloves
1743,0,Laced Mail Pants
1744,0,Laced Mail Shoulderpads
1745,0,Laced Mail Vest
1746,0,Linked Chain Belt
1747,0,Linked Chain Boots
1748,0,Linked Chain Bracers
1749,0,Linked Chain Cloak
1750,0,Linked Chain Gloves
1751,0,Linked Chain Pants
1752,0,Linked Chain Shoulderpads
1753,0,Linked Chain Vest
1754,0,Reinforced Chain Belt
1755,0,Reinforced Chain Boots
1756,0,Reinforced Chain Bracers
1757,0,Reinforced Chain Cloak
1758,0,Reinforced Chain Gloves
1759,0,Reinforced Chain Pants
1760,0,Reinforced Chain Shoulderpads
1761,0,Reinforced Chain Vest
1764,0,Canvas Shoes
1766,0,Canvas Cloak
1767,0,Canvas Gloves
1768,0,Canvas Pants
1769,0,Canvas Shoulderpads
1770,0,Canvas Vest
1772,0,Brocade Shoes
1774,0,Brocade Cloak
1775,0,Brocade Gloves
1776,0,Brocade Pants
1777,0,Brocade Shoulderpads
1778,0,Brocade Vest
1780,0,Cross-Stitched Sandals
1782,0,Cross-Stitched Cloak
1783,0,Cross-Stitched Gloves
1784,0,Cross-Stitched Pants
1785,0,Cross-Stitched Shoulderpads
1786,0,Cross-Stitched Vest
1787,0,Patched Leather Belt
1788,0,Patched Leather Boots
1789,0,Patched Leather Bracers
1790,0,Patched Cloak
1791,0,Patched Leather Gloves
1792,0,Patched Leather Pants
1793,0,Patched Leather Shoulderpads
1794,0,Patched Leather Jerkin
1795,0,Rawhide Belt
1796,0,Rawhide Boots
1797,0,Rawhide Bracers
1798,0,Rawhide Cloak
1799,0,Rawhide Gloves
1800,0,Rawhide Pants
1801,0,Rawhide Shoulderpads
1802,0,Rawhide Tunic
1803,0,Tough Leather Belt
1804,0,Tough Leather Boots
1805,0,Tough Leather Bracers
1806,0,Tough Cloak
1807,0,Tough Leather Gloves
1808,0,Tough Leather Pants
1809,0,Tough Leather Shoulderpads
1810,0,Tough Leather Armor
1811,0,Blunt Claymore
1812,0,Short-Handled Battle Axe
1813,0,Chipped Quarterstaff
1814,0,Battered Mallet
1815,0,Ornamental Mace
1816,0,Unbalanced Axe
1817,0,Stock Shortsword
1818,0,Standard Claymore
1819,0,Gouging Pick
1820,0,Wooden Maul
1821,0,Warped Blade
1822,0,Cedar Walking Stick
1823,0,Bludgeoning Cudgel
1824,0,Shiny War Axe
1825,0,Bulky Bludgeon
1826,0,Rock Maul
1827,0,Meat Cleaver
1828,0,Stone War Axe
1829,0,Short Cutlass
1830,0,Long Bastard Sword
1831,0,Oaken War Staff
1832,2,Lucky Trousers
1835,1,Dirty Leather Belt
1836,1,Dirty Leather Bracers
1839,1,Rough Leather Belt
1840,1,Rough Leather Bracers
1843,1,Tanned Leather Belt
1844,1,Tanned Leather Bracers
1845,1,Chainmail Belt
1846,1,Chainmail Bracers
1849,1,Cured Leather Belt
1850,1,Cured Leather Bracers
1852,1,Scalemail Bracers
1853,1,Scalemail Belt
1893,3,Miner's Revenge
1895,0,Monster - Sword Short Rusty
1896,0,Monster - Sword Short Basic
1897,0,Monster - Sword Scimitar Basic
1899,0,Monster - Sword Long Basic
1900,0,Monster - Thieves Blade
1901,0,Monster - Mace Basic Stone Hammer
1902,0,Monster - Mace Basic Wooden Hammer
1903,0,Monster - Mace Basic Metal Hammer
1904,0,Monster - Axe Stone Basic
1905,0,Monster - Axe Metal Basic
1906,0,Monster - Torch
1907,0,Monster - Staff Basic
1908,0,Monster - Staff Crooked
1909,0,Monster - Axe Large Basic
1910,0,Monster - Item Pick
1911,0,Monster - Tool Wrench Small
1913,1,Studded Blackjack
1917,2,Jeweled Dagger
1925,3,Defias Rapier
1926,3,Weighted Sap
1927,3,Deadmines Cleaver
1928,3,Defias Mage Staff
1929,3,Silk-Threaded Trousers
1930,3,Stonemason Cloak
1933,3,Staff of Conjuring
1934,3,Hogger's Trousers
1935,3,Assassin's Blade
1936,3,Goblin Screwdriver
1937,3,Buzz Saw
1938,2,Block Mallet
1943,3,Goblin Mail Leggings
1944,3,Metalworking Gloves
1945,3,Woodworking Gloves
1948,0,Deprecated Large Broom
1951,3,Blackwater Cutlass
1955,2,Dragonmaw Chain Boots
1957,0,Monster - Shield Small Wooden
1958,3,Petrified Shinbone
1959,3,Cold Iron Pick
1960,0,Deprecated Ironforge Chain Pauldrons
1961,0,Monster - Shield Buckler Wooden
1965,1,White Wolf Gloves
1969,0,Deprecated Stormwind Guard Belt
1974,3,Mindthrust Bracers
1975,3,Pysan's Old Greatsword
1976,3,Slaghammer
1978,3,Wolfclaw Gloves
1979,4,Wall of the Dead
1981,4,Icemail Jerkin
1982,4,Nightblade
1983,0,Monster - Sword2H Basic
1984,0,Monster - Shield Kite Metal
1985,0,Monster - Shield Large Wooden
1986,2,Gutrender
1988,2,Chief Brigadier Gauntlets
1990,2,Ballast Maul
1991,2,Goblin Power Shovel
1992,3,Swampchill Fetish
1994,2,Ebonclaw Reaver
1997,2,Pressed Felt Robe
1998,2,Bloodscalp Channeling Staff
1999,0,Deprecated Torn Leather Harness
2000,2,Archeus
2002,1,Deprecated Jordan's Quiver
2003,1,Deprecated Big Quiver
2011,3,Twisted Sabre
2013,2,Cryptbone Staff
2014,2,Black Metal Greatsword
2015,2,Black Metal War Axe
2016,2,Dusty Chain Armor
2017,2,Glowing Leather Bracers
2018,2,Skeletal Longsword
2020,2,Hollowfang Blade
2021,2,Green Carapace Shield
2023,0,Monster - Spear Rusty
2024,1,Espadon
2025,1,Bearded Axe
2026,1,Rock Hammer
2027,1,Scimitar
2028,1,Hammer
2029,1,Cleaver
2030,1,Gnarled Staff
2032,2,Gallan Cuffs
2033,2,Ambassador's Boots
2034,2,Scholarly Robes
2035,2,Sword of the Night Sky
2036,3,Dusty Mining Gloves
2037,3,Tunneler's Boots
2038,0,Deprecated Cougar Head Cap
2040,3,Troll Protector
2041,3,Tunic of Westfall
2042,3,Staff of Westfall
2044,3,Crescent of Forlorn Spirits
2045,0,Deprecated Cowl of Forlorn Spirits
2046,2,Bluegill Kukri
2047,1,Anvilmar Hand Axe
2048,1,Anvilmar Hammer
2051,0,Monster - Shield Small Wooden Damaged
2052,0,Monster - Shield Small Metal Damaged
2053,0,Monster - Shield Buckler Metal Damaged
2054,1,Trogg Hand Axe
2055,1,Small Wooden Hammer
2056,0,The Velvet Hammer
2057,1,Pitted Defias Shortsword
2058,2,Kazon's Maul
2059,3,Sentry Cloak
2064,1,Trogg Club
2065,1,Rockjaw Blade
2066,1,Skull Hatchet
2067,1,Frostbit Staff
2069,1,Black Bear Hide Vest
2072,2,Dwarven Magestaff
2073,2,Dwarven Hatchet
2074,2,Solid Shortblade
2075,2,Heavy Mace
2077,2,Magician Staff
2078,2,Northern Shortsword
2079,2,Sergeant's Warhammer
2080,2,Hillborne Axe
2081,0,Monster - Torch Offhand
2084,2,Darksteel Bastard Sword
2087,2,Hard Crawler Carapace
2088,2,Long Crawler Limb
2089,2,Scrimshaw Dagger
2092,1,Worn Dagger
2098,3,Double-Barreled Shotgun
2099,4,Dwarven Hand Cannon
2100,4,Precisely Calibrated Boomstick
2105,1,Thug Shirt
2106,0,Deprecated Worn Pants
2107,0,Deprecated Travel-worn Boots
2108,1,Frostmane Leather Vest
2109,1,Frostmane Chain Vest
2110,1,Light Magesmith Robe
2112,1,Lumberjack Jerkin
2114,1,Snowy Robe
2117,1,Thin Cloth Shoes
2119,1,Thin Cloth Gloves
2120,1,Thin Cloth Pants
2121,1,Thin Cloth Armor
2122,1,Cracked Leather Belt
2123,1,Cracked Leather Boots
2124,1,Cracked Leather Bracers
2125,1,Cracked Leather Gloves
2126,1,Cracked Leather Pants
2127,1,Cracked Leather Vest
2128,1,Scratched Claymore
2129,1,Large Round Shield
2130,1,Club
2131,1,Shortsword
2132,1,Short Staff
2133,1,Small Shield
2134,1,Hand Axe
2137,1,Whittling Knife
2138,0,Sharpened Letter Opener
2139,1,Dirk
2140,2,Carving Knife
2141,1,Cuirboulli Vest
2142,1,Cuirboulli Belt
2143,1,Cuirboulli Boots
2144,1,Cuirboulli Bracers
2145,1,Cuirboulli Gloves
2146,1,Cuirboulli Pants
2147,0,Monster - Sword Falchion
2148,1,Polished Scale Belt
2149,1,Polished Scale Boots
2150,1,Polished Scale Bracers
2151,1,Polished Scale Gloves
2152,1,Polished Scale Leggings
2153,1,Polished Scale Vest
2156,1,Padded Boots
2158,1,Padded Gloves
2159,1,Padded Pants
2160,1,Padded Armor
2163,4,Shadowblade
2164,4,Gut Ripper
2165,1,Old Blanchy's Blanket
2166,3,Foreman's Leggings
2167,3,Foreman's Gloves
2168,3,Corpse Rompers
2169,3,Buzzer Blade
2170,0,Deprecated Shield of the Spider Princess
2172,1,Rustic Belt
2173,1,Old Leather Belt
2175,2,Shadowhide Battle Axe
2176,0,Monster - Staff Ornate Priest Staff
2177,0,Monster - Staff Ornate Mage Staff
2178,0,Monster - Sword Long Ornate
2179,0,Monster - Sword Scimitar Badass
2180,0,Monster - Sword Short Ornate
2181,0,Monster - Sword2H Baron Rivendare
2182,0,Monster - Mace Ornate Metal Hammer
2183,0,Monster - Axe Metal Badass
2184,0,Monster - Dagger Basic
2186,1,Outfitter Belt
2189,6,Tigole's Boomstick (TEST)
2194,3,Diamond Hammer
2195,1,Anvilmar Knife
2196,0,Monster - Item Mutton
2197,0,Monster - Item Bread
2198,0,Monster - Item Potion Blue
2199,0,Monster - Item Vial Purple
2200,0,Monster - Item Potion Green
2201,0,Monster - Item Vial Black
2202,0,Monster - Item Mutton with Bite
2203,2,Brashclaw's Chopper
2204,2,Brashclaw's Skewer
2205,3,Duskbringer
2206,0,Deprecated Fine Pointed Dagger
2207,1,Jambiya
2208,1,Poniard
2209,1,Kris
2210,0,Battered Buckler
2211,0,Bent Large Shield
2212,0,Cracked Buckler
2213,0,Worn Large Shield
2214,0,Wooden Buckler
2215,0,Wooden Shield
2216,0,Simple Buckler
2217,0,Rectangular Shield
2218,2,Craftsman's Dagger
2219,0,Small Round Shield
2220,0,Box Shield
2221,0,Targe Shield
2222,0,Tower Shield
2224,1,Militia Dagger
2225,1,Sharp Kitchen Knife
2226,2,Ogremage Staff
2227,2,Heavy Ogre War Axe
2230,2,Gloves of Brawn
2231,2,Inferno Robe
2232,2,Dark Runner Boots
2233,2,Shadow Weaver Leggings
2234,2,Nightwalker Armor
2235,2,Brackclaw
2236,3,Blackfang
2237,2,Patched Pants
2238,2,Urchin's Pants
2240,1,Rugged Cape
2241,2,Desperado Cape
2243,4,Hand of Edward the Odd
2244,4,Krol Blade
2245,4,Helm of Narv
2249,2,Militia Buckler
2254,2,Icepane Warhammer
2255,0,Deprecated Thick Leather Gloves
2256,3,Skeletal Club
2257,1,Frostmane Staff
2258,1,Frostmane Shortsword
2259,1,Frostmane Club
2260,1,Frostmane Hand Axe
2263,2,Phytoblade
2264,3,Mantle of Thieves
2265,2,Stonesplinter Axe
2266,2,Stonesplinter Dagger
2267,2,Stonesplinter Mace
2268,1,Stonesplinter Blade
2271,3,Staff of the Blessed Seer
2273,2,Guerrilla Armor
2274,2,Sapper's Gloves
2275,3,Deprecated Sentinel Coif
2276,3,Swampwalker Boots
2277,3,Necromancer Leggings
2278,3,Forest Tracker Epaulets
2280,3,Kam's Walking Stick
2281,2,Rodentia Flint Axe
2282,1,Rodentia Shortsword
2283,2,Rat Cloth Belt
2284,2,Rat Cloth Cloak
2291,4,Kang the Decapitator
2292,3,Necrology Robes
2299,3,Burning War Axe
2300,2,Embossed Leather Vest
2302,1,Handstitched Leather Boots
2303,1,Handstitched Leather Pants
2305,0,Deprecated Light Winter Cloak
2306,0,Deprecated Light Winter Boots
2307,2,Fine Leather Boots
2308,2,Fine Leather Cloak
2309,2,Embossed Leather Boots
2310,2,Embossed Leather Cloak
2311,2,White Leather Jerkin
2312,2,Fine Leather Gloves
2314,3,Toughened Leather Armor
2315,2,Dark Leather Boots
2316,2,Dark Leather Cloak
2317,2,Dark Leather Tunic
2326,1,Ivy-Weave Bracers
2327,1,Sturdy Leather Bracers
2361,1,Battleworn Hammer
2362,1,Worn Wooden Shield
2364,1,Woven Vest
2366,1,Woven Pants
2367,1,Woven Boots
2369,1,Woven Gloves
2370,1,Battered Leather Harness
2371,1,Battered Leather Belt
2372,1,Battered Leather Pants
2373,1,Battered Leather Boots
2374,1,Battered Leather Bracers
2375,1,Battered Leather Gloves
2376,1,Worn Heater Shield
2377,1,Round Buckler
2379,1,Tarnished Chain Vest
2380,1,Tarnished Chain Belt
2381,1,Tarnished Chain Leggings
2383,1,Tarnished Chain Boots
2384,1,Tarnished Chain Bracers
2385,1,Tarnished Chain Gloves
2386,1,Rusted Chain Vest
2387,1,Rusted Chain Belt
2388,1,Rusted Chain Leggings
2389,1,Rusted Chain Boots
2390,1,Rusted Chain Bracers
2391,1,Rusted Chain Gloves
2392,1,Light Mail Armor
2393,1,Light Mail Belt
2394,1,Light Mail Leggings
2395,1,Light Mail Boots
2396,1,Light Mail Bracers
2397,1,Light Mail Gloves
2398,1,Light Chain Armor
2399,1,Light Chain Belt
2400,1,Light Chain Leggings
2401,1,Light Chain Boots
2402,1,Light Chain Bracers
2403,1,Light Chain Gloves
