348,3359,7,Zem Leeward
349,1826,7,Corporal Keeshan
351,87,0,Peasant
352,5128,7,Dungar Longdrink
353,14944,7,Antonia Dart
356,207,1,Black Wolf
358,247,1,Timber Wolf
359,1166,0,Riding Wolf (Winter)
365,6852,0,Scott's Flying Mount
372,8089,7,Karm Ironquill
374,4287,7,Cog Glitzspinner
375,3344,7,Priestess Anetta
376,1495,7,High Priestess Laurena
377,1295,7,Priestess Josetta
379,3367,7,Darcy Parker
381,3360,7,Dockmaster Baren
382,3454,7,Marshal Marris
383,3273,7,Jason Mathers
384,3270,7,Katie Hunter
385,229,8,Horse
390,377,1,Porcine Entourage
391,5243,7,Old Murk-Eye
392,1279,6,Captain Grayson
395,262,7,Markus
397,3383,2,Grand Magus Doane
399,251,0,Boy - placeholder 05
412,1693,6,Stitches
415,3358,7,Verner Osgood
416,4449,3,Imp
417,850,3,Felhunter
422,506,7,Murloc Flesheater
423,487,7,Redridge Mongrel
424,551,7,Redridge Poacher
426,500,7,Redridge Brute
428,23482,1,Dire Condor
429,491,7,Shadowhide Darkweaver
430,10789,7,Redridge Mystic
431,493,7,Shadowhide Slayer
432,1887,7,Shadowhide Brute
433,275,7,Shadowhide Gnoll
434,275,7,Rabid Shadowhide Gnoll
435,6044,7,Blackrock Champion
436,6039,7,Blackrock Shadowcaster
437,6037,7,Blackrock Renegade
440,6033,7,Blackrock Grunt
441,387,2,Black Dragon Whelp
442,366,1,Tarantula
445,609,7,Redridge Alpha
446,609,7,Redridge Basher
448,384,7,Hogger
449,2344,7,Defias Knuckleduster
450,4420,7,Defias Renegade Mage
452,383,7,Riverpaw Bandit
453,502,7,Riverpaw Mystic
454,8871,1,Young Goretusk
456,486,7,Murloc Minor Oracle
458,757,7,Murloc Hunter
459,3345,7,Drusilla La Salle
460,1930,7,Alamar Grimm
461,1469,7,Demisette Cloyce
462,507,1,Vultros
464,2150,7,Watch Captain Parker
465,3266,7,Barkeep Dobbins
466,1688,7,General Marcus Jonathan
467,2311,7,The Defias Traitor
468,4310,7,Town Crier
469,2593,7,Lieutenant Doren
471,36505,1,Mother Fang
472,543,7,Fedfennel
473,2074,7,Morgan the Collector
474,33166,7,Rogue Wizard
475,139,7,Kobold Tunneler
476,163,7,Kobold Geomancer
478,512,7,Riverpaw Outrunner
480,514,9,Rusty Harvest Golem
481,2333,7,Defias Footpad
482,3246,7,Elling Trias
483,5546,7,Elaine Trias
485,6034,7,Blackrock Outrunner
486,6043,7,Tharil'zun
487,2368,7,Protector Bialon
488,2371,7,Protector Weaver
489,2364,7,Protector Dutfield
490,2367,7,Protector Gariel
491,3342,7,Quartermaster Lewis
494,2379,7,Watcher Bukouris
495,2391,7,Watcher Keefer
499,2396,7,Watcher Paige
500,374,7,Riverpaw Scout
501,413,7,Riverpaw Herbalist
502,4422,7,Benny Blaanco
503,10626,6,Lord Malathrom
504,2331,7,Defias Trapper
505,520,1,Greater Tarantula
506,383,7,Sergeant Brashclaw
507,34650,7,Fenros
509,524,0,[UNUSED] Long Fang
510,525,4,Water Elemental
511,414,6,Insane Ghoul
513,1994,7,Murloc Netter
514,1288,7,Smith Argus
515,441,7,Murloc Raider
517,1079,7,Murloc Oracle
518,558,7,Yowler
519,540,7,Slark
520,652,7,Brack
521,10278,1,Lupos
522,21691,6,Mor'Ladim
523,3263,7,Thor
524,389,1,Rockhide Boar
525,903,1,Mangy Wolf
531,7550,6,Skeletal Fiend
533,33576,7,Nightbane Shadow Weaver
534,11181,7,Nefaru
539,958,1,Pygmy Venom Web Spider
543,12749,7,Nalesette Wildbringer
544,5243,7,Murloc Nightcrawler
545,5293,7,Murloc Tidecaller
547,3035,1,Great Goretusk
548,1755,7,Murloc Minor Tidecaller
550,2312,7,Defias Messenger
565,802,1,Rabid Dire Wolf
568,662,7,Shadowhide Warrior
569,2541,1,Green Recluse
570,569,6,Brain Eater
572,1065,6,Leprithus
573,548,9,Foe Reaper 4000
574,963,1,Naraxis
575,1405,4,Fire Elemental
576,2375,7,Watcher Ladimore
578,386,7,Murloc Scout
579,550,7,Shadowhide Assassin
580,551,7,Redridge Drudger
582,236,8,Old Blanchy
583,32831,7,Ambusher
584,6041,7,Kazon
587,4570,7,Bloodscalp Warrior
588,4575,7,Bloodscalp Scout
589,2338,7,Defias Pillager
590,2340,7,Defias Looter
594,2323,7,Defias Henchman
595,4574,7,Bloodscalp Hunter
596,3267,7,Brainwashed Noble
597,4579,7,Bloodscalp Berserker
598,308,7,Defias Miner
599,2355,7,Marisa du'Paige
603,10792,7,Grimtooth
604,519,6,Plague Spreader
612,202,0,[UNUSED] Rabid Mrs. Whipple
615,6040,7,Blackrock Tracker
616,37620,1,Chatter
619,2329,7,Defias Conjurer
620,304,8,Chicken
622,7109,7,Goblin Engineer
623,11402,6,Skeletal Miner
624,10630,6,Undead Excavator
625,829,6,Undead Dynamiter
626,10628,6,Foreman Thistlenettle
628,741,1,Black Ravager
633,1571,7,Elaine Carevin
634,2316,7,Defias Overseer
636,2314,7,Defias Blackguard
639,2029,7,Edwin VanCleef
641,7111,7,Goblin Woodcarver
642,1269,9,Sneed's Shredder
643,7125,7,Sneed
644,14403,7,Rhahk'Zor
645,1305,7,Cookie
646,2026,7,Mr. Smite
647,7113,7,Captain Greenskin
648,5003,7,Bridge Worker Trent
649,5004,7,Bridge Worker Dmitri
650,5005,7,Bridge Worker Jess
651,5006,7,Bridge Worker Daniel
652,5007,7,Bridge Worker Matthew
653,5008,7,Bridge Worker Alex
656,2363,7,Wilder Thistlenettle
657,2347,7,Defias Pirate
658,1362,7,Sten Stoutarm
659,589,1,El Pollo Grande
660,4581,7,Bloodscalp Witch Doctor
661,4338,7,Jonathan Carevin
663,2027,7,Calor
664,221,7,Benjamin Carevin
667,4632,7,Skullsplitter Warrior
669,4628,7,Skullsplitter Hunter
670,4627,7,Skullsplitter Witch Doctor
671,4580,7,Bloodscalp Headhunter
672,4621,7,Skullsplitter Spiritchaser
674,7202,7,Venture Co. Strip Miner
675,7196,7,Venture Co. Foreman
676,7203,7,Venture Co. Surveyor
677,7204,7,Venture Co. Tinkerer
678,416,7,Mosh'Ogg Mauler
679,536,7,Mosh'Ogg Shaman
680,11569,7,Mosh'Ogg Lord
681,598,1,Young Stranglethorn Tiger
682,320,1,Stranglethorn Tiger
683,2437,1,Young Panther
684,633,1,Shadowmaw Panther
685,788,1,Stranglethorn Raptor
686,788,1,Lashtail Raptor
687,11317,1,Jungle Stalker
688,12344,1,Stone Maw Basilisk
689,601,1,Crystal Spine Basilisk
690,8797,1,Cold Eye Basilisk
691,5561,4,Lesser Water Elemental
694,4572,7,Bloodscalp Axe Thrower
696,4622,7,Skullsplitter Axe Thrower
697,4573,7,Bloodscalp Shaman
698,320,1,Bloodscalp Tiger
699,4576,7,Bloodscalp Beastmaster
701,4577,7,Bloodscalp Mystic
702,4571,7,Bloodscalp Scavenger
703,33222,7,General Fangore
704,11416,1,Ragged Timber Wolf
705,855,1,Ragged Young Wolf
706,27502,7,Frostmane Troll Whelp
707,606,7,Rockjaw Trogg
708,607,1,Small Crag Boar
709,655,7,Mosh'Ogg Warmonger
710,6704,7,Mosh'Ogg Spellcrafter
711,33963,7,Ardo Dirtpaw
712,489,7,Redridge Thrasher
713,1355,7,Balir Frosthammer
714,1363,7,Talin Keeneye
715,1410,7,Hemet Nesingwary Jr.
716,1413,7,Barnil Stonepot
717,1658,7,Ajeck Rouack
718,1659,7,Sir S. J. Erlgadin
721,328,8,Rabbit
723,11568,7,Mosh'Ogg Butcher
724,160,7,Burly Rockjaw Trogg
727,1598,7,Ironforge Mountaineer
728,613,1,Bhag'thera
729,471,1,Sin'Dall
730,8472,1,Tethis
731,616,1,King Bangalash
732,983,7,Murloc Lurker
733,4393,7,Sergeant Yohwa
734,4398,7,Corporal Bluth
735,527,7,Murloc Streamrunner
736,599,1,Panther
737,7163,7,Kebok
738,4664,7,Private Thorsen
739,4392,7,Brother Nimetz
740,9582,2,Adolescent Whelp
741,621,2,Dreaming Whelp
742,7863,2,Green Wyrmkin
743,7974,2,Wyrmkin Dreamwalker
744,7903,2,Green Scalebane
745,7976,2,Scalebane Captain
746,625,2,Elder Dragonkin
747,506,7,Marsh Murloc
750,1995,7,Marsh Inkspewer
751,391,7,Marsh Flesheater
752,386,7,Marsh Oracle
754,4660,7,Rebel Watchman
755,628,7,Lost One Mudlurker
756,633,1,Skullsplitter Panther
757,152,7,Lost One Fisherman
759,152,7,Lost One Hunter
760,628,7,Lost One Muckdweller
761,4688,7,Lost One Seer
762,4688,7,Lost One Riftseeker
763,10921,7,Lost One Chieftain
764,2024,4,Swampwalker
765,9012,4,Swampwalker Elder
766,697,4,Tangled Horror
767,632,1,Swamp Jaguar
768,633,1,Shadow Panther
769,336,1,Deathstrike Tarantula
770,4396,7,Corporal Kaleb
771,7848,6,Commander Felstrom
772,614,1,Stranglethorn Tigress
773,7164,7,Krazek
775,4460,7,Kurzen's Agent
777,3366,7,Amy Davenport
780,4616,7,Skullsplitter Mystic
781,4635,7,Skullsplitter Headhunter
782,4625,7,Skullsplitter Scout
783,4623,7,Skullsplitter Berserker
784,4624,7,Skullsplitter Beastmaster
785,612,6,Skeletal Warder
786,1354,7,Grelin Whitebeard
787,7555,6,Skeletal Healer
789,3369,7,Kimberly Hiett
790,3363,7,Karen Taylor
791,3368,7,Lindsay Ashlock
793,3356,7,Kara Adams
794,338,7,Matt
795,338,7,Mark
796,221,7,Joshua
797,338,7,Bo
798,221,7,Solomon
799,338,7,Kevin
800,338,7,Kyle
801,262,7,Eric
802,221,7,Jay
804,257,7,Dana
805,262,7,Cameron
806,338,7,John
807,252,7,Lisa
808,27505,7,Grik'nir the Cold
810,338,7,Aaron
811,221,7,Jose
812,1745,7,Alma Jainrose
813,637,7,Colonel Kurzen
814,4455,7,Sergeant Malthus
815,4451,7,Bookie Herod
818,11546,7,Mai'Zoth
819,3916,3,Servant of Ilgalar
820,2374,7,Scout Riell
821,2372,7,Captain Danuvin
822,1006,1,Young Forest Bear
823,2072,7,Sergeant Willem
824,2441,7,Defias Digger
826,2389,7,Watcher Jan
827,2395,7,Watcher Mocarski
828,2397,7,Watcher Petras
829,3388,7,Adlin Pridedrift
830,342,1,Sand Crawler
831,979,1,Sea Crawler
832,32808,4,Unbound Cyclone
833,161,1,Coyote Packleader
834,643,1,Coyote
836,3406,7,Durnan Furcutter
837,3401,7,Branstock Khalder
840,2380,7,Watcher Backus
842,308,7,Lumberjack
843,3260,7,Gina MacGregor
844,4416,7,Antonio Perelli
846,646,6,Rotten Ghoul
847,338,7,Nathan
848,257,7,Madison
849,252,7,Rachel
850,257,7,Erin
851,344,7,Hannah
852,647,0,Feral Spirit
853,1598,7,Coldridge Mountaineer
854,615,1,Young Jungle Stalker
855,180,1,Young Stranglethorn Raptor
856,2571,1,Young Lashtail Raptor
857,15114,7,Donal Osgood
858,2543,1,Sorrow Spinner
859,3453,7,Guard Berton
861,4497,7,Stonard Scout
862,4495,7,Stonard Explorer
863,4499,7,Stonard Hunter
864,4501,7,Stonard Orc
865,4506,7,Stonard Wayfinder
866,4503,7,Stonard Grunt
867,4508,7,Stonard Cartographer
868,4551,7,Stonard Shaman
869,2366,7,Protector Dorana
870,2365,7,Protector Deni
871,506,7,Saltscale Warrior
873,11293,7,Saltscale Oracle
874,2369,7,Protector Korelor
875,391,7,Saltscale Tide Lord
876,2370,7,Protector Leick
877,4920,7,Saltscale Forager
878,2373,7,Scout Galiaan
879,1079,7,Saltscale Hunter
880,3322,7,Erlan Drudgemoor
881,3321,7,Surena Caledon
883,347,8,Deer
885,2392,7,Watcher Keller
886,2387,7,Watcher Hartin
887,2390,7,Watcher Jordan
888,2384,7,Watcher Dodds
889,1045,7,Splinter Fist Ogre
890,654,8,Fawn
891,326,7,Splinter Fist Fire Weaver
892,1052,7,Splinter Fist Taskmaster
893,4329,7,Lars
894,3332,7,Homer Stonefield
895,3395,7,Thorgas Grimson
896,3339,7,Veldan Lightfoot
898,33672,7,Nightbane Worgen
900,5009,7,Bailiff Conacher
903,3446,7,Guard Howe
905,705,1,Sharptooth Frenzy
906,3271,7,Maximillian Crowe
907,15115,7,Keras Wolfheart
908,4488,7,Flora Silverwind
909,4279,7,Defias Night Blade
910,4281,7,Defias Enchanter
911,3343,7,Llane Beshere
912,3399,7,Thran Khorman
913,1300,7,Lyria Du Lac
914,1504,7,Ander Germaine
915,3351,7,Jorik Kerridan
916,3407,7,Solm Hargrin
917,1297,7,Keryn Sylvius
918,1507,7,Osborne the Night Man
920,33577,7,Nightbane Tainted One
921,7198,7,Venture Co. Lumberjack
922,9571,1,Silt Crawler
923,246,1,Young Black Ravager
925,3346,7,Brother Sammuel
926,3393,7,Bromos Grummner
927,1299,7,Brother Wilhelm
928,1499,7,Lord Grayson Shadowbreaker
930,368,1,Black Widow Hatchling
931,3364,7,Ariena Stormfeather
932,3384,7,Guard Ashlock
933,3450,7,Guard Hiett
934,3455,7,Guard Clarke
935,3447,7,Guard Pearce
936,3641,7,Guard Adams
937,4443,7,Kurzen Jungle Fighter
938,4439,7,Kurzen Commando
939,4446,7,Kurzen Elite
940,4436,7,Kurzen Medicine Man
941,4444,7,Kurzen Headshrinker
942,4450,7,Kurzen Witch Doctor
943,4438,7,Kurzen Wrangler
944,10216,7,Marryk Nurribit
945,3391,7,Rybrad Coldbank
946,27492,7,Frostmane Novice
947,10792,7,Rohh the Silent
948,137,6,Rotted One
949,545,1,Carrion Recluse
950,5243,7,Swamp Talker
951,3253,7,Brother Paxton
952,3317,7,Brother Neals
954,1842,7,Kat Sampson
955,3338,7,Sergeant De Vries
956,3353,7,Dorin Songblade
957,3354,7,Dane Lindgren
958,3347,7,Dawn Brightstar
959,5012,7,Morley Eberlein
960,4336,7,Gunder Thornbush
963,3279,7,Deputy Rainer
976,320,1,Kurzen War Tiger
977,599,1,Kurzen War Panther
978,4459,7,Kurzen Subchief
979,4454,7,Kurzen Shadow Hunter
980,4562,7,Grimnal
981,4561,7,Hartash
982,4563,7,Thultash
983,4564,7,Thultazor
984,4565,7,Thralosh
985,4556,7,Malosh
986,4552,7,Haromm
987,4560,7,Ogromm
988,4567,7,Kartosh
989,4559,7,Banalash
999,2398,7,Watcher Royce
1000,2381,7,Watcher Blomberg
1001,2388,7,Watcher Hutchins
1007,3199,7,Mosshide Gnoll
1008,355,7,Mosshide Mongrel
1009,3197,7,Mosshide Mistweaver
1010,714,7,Mosshide Fenrunner
1011,8598,7,Mosshide Trapper
1012,3196,7,Mosshide Brute
1013,714,7,Mosshide Mystic
1014,543,7,Mosshide Alpha
1015,670,1,Highland Raptor
1016,2571,1,Highland Lashtail
1017,649,1,Highland Scytheclaw
1018,180,1,Highland Razormaw
1019,788,1,Elder Razormaw
1020,960,1,Mottled Raptor
1021,677,1,Mottled Screecher
1022,648,1,Mottled Scytheclaw
1023,949,1,Mottled Razormaw
1024,486,7,Bluegill Murloc
1025,983,7,Bluegill Puddlejumper
1026,1305,7,Bluegill Forager
1027,506,7,Bluegill Warrior
1028,1079,7,Bluegill Muckdweller
1029,486,7,Bluegill Oracle
1030,360,10,Black Slime
1031,11138,10,Crimson Ooze
1032,767,10,Black Ooze
1033,11139,10,Monstrous Ooze
1034,34224,7,Dragonmaw Raider
1035,34229,7,Dragonmaw Swamprunner
1036,34225,7,Dragonmaw Centurion
1037,4912,7,Dragonmaw Battlemaster
1038,34228,7,Dragonmaw Shadowwarder
1039,713,4,Fen Dweller
1040,2023,4,Fen Creeper
1041,2024,4,Fen Lord
1042,9583,2,Red Whelp
1043,956,2,Lost Whelp
1044,8712,2,Flamesnorting Whelp
1045,363,2,Red Dragonspawn
1046,8312,2,Red Wyrmkin
1047,8313,2,Red Scalebane
1048,716,2,Scalebane Lieutenant
1049,8314,2,Wyrmkin Firebrand
1050,8315,2,Scalebane Royal Guard
1051,825,7,Dark Iron Dwarf
1052,3490,7,Dark Iron Saboteur
1053,3488,7,Dark Iron Tunneler
1054,3487,7,Dark Iron Demolitionist
1057,34223,7,Dragonmaw Bonewarder
1059,4634,7,Ana'thek the Cruel
1060,4633,7,Mogh the Undying
1061,4582,7,Gan'zulah
1062,4584,7,Nezzliok the Dire
1063,7975,2,Jade
1064,4368,7,Grom'gol Grunt
1065,204,7,Riverpaw Shaman
1068,2740,7,Gorn
1069,505,2,Crimson Whelp
1070,2151,7,Deputy Feldon
1071,1671,7,Longbraid the Grim
1072,1673,7,Roggo Harlbarrow
1073,1672,7,Ashlan Stonesmirk
1074,1675,7,Motley Garmason
1075,1676,7,Rhag Garmason
1076,1401,7,Merrin Rockweaver
1077,1399,7,Prospector Whelgar
1078,1402,7,Ormer Ironbraid
1081,9010,4,Mire Lord
1082,807,1,Sawtooth Crocolisk
1083,1305,7,Murloc Shorestriker
1084,814,1,Young Sawtooth Crocolisk
1085,698,1,Elder Stranglethorn Tiger
1087,815,1,Sawtooth Snapper
1088,699,1,Monstrous Crawler
1089,1628,7,Mountaineer Cobbleflint
1090,1629,7,Mountaineer Wallbang
1091,1625,7,Mountaineer Gravelgaw
1092,1630,7,Captain Rugelfuss
1093,1685,7,Chief Engineer Hinderweir VII
1094,7201,7,Venture Co. Miner
1095,7205,7,Venture Co. Workboss
1096,7197,7,Venture Co. Geologist
1097,7200,7,Venture Co. Mechanic
1098,2394,7,Watcher Merant
1099,2386,7,Watcher Gelwin
1100,2400,7,Watcher Selkin
1101,2401,7,Watcher Thayer
1103,1290,7,Eldrin
1104,3397,7,Grundel Harkin
1105,1572,7,Jern Hornhelm
1106,152,7,Lost One Cook
1108,843,1,Mistvale Gorilla
1109,2305,1,Fleshripper
1110,734,6,Skeletal Raider
1111,711,1,Leech Stalker
1112,283,1,Leech Widow
1114,845,1,Jungle Thunderer
1115,726,7,Rockjaw Skullthumper
1116,726,7,Rockjaw Ambusher
1117,6530,7,Rockjaw Bonesnapper
1118,723,7,Rockjaw Backbreaker
1119,11165,7,Hammerspine
1120,27500,7,Frostmane Troll
1121,27498,7,Frostmane Snowstrider
1122,27490,7,Frostmane Hideskinner
1123,27464,7,Frostmane Headhunter
1124,27496,7,Frostmane Shadowcaster
1125,607,1,Crag Boar
1126,381,1,Large Crag Boar
1127,744,1,Elder Crag Boar
1128,8843,1,Young Black Bear
1129,719,1,Black Bear
1130,913,1,Bjarn
1131,785,1,Winter Wolf
1132,10278,1,Timber
1133,11416,1,Starving Winter Wolf
1134,929,7,Young Wendigo
1135,950,7,Wendigo
1137,13990,7,Edan the Howler
1138,604,1,Snow Tracker Wolf
1139,1597,7,Magistrate Bluntnose
1140,11316,1,Razormaw Matriarch
1141,5073,7,Angus Stern
1142,11567,7,Mosh'Ogg Brute
1144,610,7,Mosh'Ogg Witch Doctor
1146,4389,7,Vharr
1147,4371,7,Hragran
1148,4377,7,Nerrist
1149,4388,7,Uthok
1150,1039,1,River Crocolisk
1151,2548,1,Saltwater Crocolisk
1152,833,1,Snapjaw Crocolisk
1153,1656,7,Torren Squarejaw
1154,1596,7,Marek Ironheart
1155,1618,7,Kelt Thomasin
1156,19826,7,Vyrin Swiftwind
1157,3505,6,Cursed Sailor
1158,11372,6,Cursed Marine
1159,3512,6,First Mate Snellig
1160,3494,6,Captain Halyndor
1161,765,7,Stonesplinter Trogg
1162,764,7,Stonesplinter Scout
1163,160,7,Stonesplinter Skullthumper
1164,6529,7,Stonesplinter Bonesnapper
1165,160,7,Stonesplinter Geomancer
1166,764,7,Stonesplinter Seer
1167,722,7,Stonesplinter Digger
1169,3456,7,Dark Iron Insurgent
1172,10913,7,Tunnel Rat Vermin
1173,365,7,Tunnel Rat Scout
1174,163,7,Tunnel Rat Geomancer
1175,373,7,Tunnel Rat Digger
1176,10912,7,Tunnel Rat Forager
1177,139,7,Tunnel Rat Surveyor
1178,1122,7,Mo'grosh Ogre
1179,6692,7,Mo'grosh Enforcer
1180,14403,7,Mo'grosh Brute
1181,1045,7,Mo'grosh Shaman
1182,2070,7,Brother Anton
1183,1052,7,Mo'grosh Mystic
1184,827,1,Cliff Lurker
1185,520,1,Wood Lurker
1186,707,1,Black Bear
1187,1356,7,Daryl the Youngling
1188,762,1,Grizzled Black Bear
1189,762,1,Black Bear Patriarch
1190,704,1,Mountain Boar
1191,3027,1,Mangy Mountain Boar
1192,1208,1,Elder Mountain Boar
1193,1004,1,Loch Frenzy
1194,410,1,Mountain Buzzard
1195,827,1,Forest Lurker
1196,8840,1,Ice Claw Bear
1197,990,7,Stonesplinter Shaman
1198,5014,7,Rallic Finn
1199,748,1,Juvenile Snow Leopard
1200,4272,7,Morbent Fel
1201,954,1,Snow Leopard
1202,26,7,Tunnel Rat Kobold
1203,2399,7,Watcher Sarys
1204,2382,7,Watcher Corwin
1205,1194,7,Grawmug
1206,721,7,Gnasher
1207,721,7,Brawler
1210,1054,7,Chok'sul
1211,6921,7,Leper Gnome
1212,5548,7,Bishop Farthing
1213,3278,7,Godric Rothgar
1214,1821,7,Aldren Cordon
1215,3237,7,Alchemist Mallory
1216,9573,1,Shore Crawler
1217,3460,7,Glorin Steelbrow
1218,3269,7,Herbalist Pomeroy
1222,870,7,Dark Iron Sapper
1224,867,1,Young Threshadon
1225,21735,1,Ol' Sooty
1226,3429,7,Maxan Anvol
1227,14949,7,Rygal Rocknell
1228,10215,7,Magis Sparkmantle
1229,3431,7,Granis Swiftaxe
1230,278,0,[UNUSED] Lexin Haze
1231,3558,7,Grif Wildheart
1232,1622,7,Azar Stronghammer
1233,14310,7,[UNUSED] Shaethis Darkoak
1234,3436,7,Hogral Bakkan
1236,373,7,Kobold Digger
1237,3418,7,Kazan Mogosh
1238,3420,7,Gamili Frosthide
